,Año,Mes,Sede,Producto,Peso.Kg.,Tipo.de.Envase,Pais.Origen
4994,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COMINO, grano",135000,SACO(S),INDIA
4995,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",116000,SACO(S),BOLIVIA
4996,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",174000,SACO(S),BOLIVIA
4997,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",174000,SACO(S),BOLIVIA
4998,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
4999,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"LECHUGA, semilla",27.22,LATAS,TURQUIA
5000,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PEPINILLO, semilla",5.022,SOBRES,TURQUIA
5001,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRIGO, gluten",26000,BOLSAS,CHINA
5002,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",95140,UNIDADES,SRI LANKA
5003,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, parbolizado pulido o sin cáscara",132500,SACO(S),BRASIL
5004,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",130000,SACO(S),BRASIL
5005,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TURBA,148206,BIG BAG,LETONIA
5006,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TURBA,129600,BIG BAG,HOLANDA
5007,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",20580,CAJA(S),EEUU
5008,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",20580,CAJA(S),EEUU
5009,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",20580,CAJA(S),EEUU
5010,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",54340,GRANEL,BOLIVIA
5011,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",55060,GRANEL,BOLIVIA
5012,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",54850,GRANEL,BOLIVIA
5013,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",54430,GRANEL,BOLIVIA
5014,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",54540,GRANEL,BOLIVIA
5015,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",81630,GRANEL,BOLIVIA
5016,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27020,GRANEL,BOLIVIA
5017,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",54960,GRANEL,BOLIVIA
5018,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",55420,GRANEL,BOLIVIA
5019,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",87000,SACO(S),BOLIVIA
5020,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, postes de madera con algun proceso de la CRF 2",70190.75,UNIDADES,EEUU
5021,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"OREGANO, seco al natural",25350,BOLSAS,EGYPTO
5022,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ZANAHORIA, semilla",500.1,SACHETS,JAPON
5023,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ZANAHORIA, semilla",500.1,SACHETS,JAPON
5024,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ACHIOTE, grano",22000,SACO(S),COSTA DE MARFIL
5025,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con tratamiento de secado al horno o impregnación de sales",131200,PAQUETES,URUGUAY
5026,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruto fresco",39631.2,CAJA(S),CHILE
5027,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",116000,SACO(S),BOLIVIA
5028,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PAPA, fécula",210000,SACO(S),DINAMARCA
5029,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR CRUDA, sólido",250000,SACO(S),COLOMBIA
5030,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",28745,SACO(S),BRASIL
5031,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"SANDIA, semilla",2.19,SACHETS,JAPON
5032,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",174000,SACO(S),BOLIVIA
5033,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",115600,SACO(S),BOLIVIA
5034,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
5035,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",147500,SACO(S),BOLIVIA
5036,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),26500,SACO(S),COLOMBIA
5037,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"MANI, grano sin cáscara",50000,SACO(S),BOLIVIA
5038,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",116000,SACO(S),BOLIVIA
5039,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",25137,CAJA(S),ARGENTINA
5040,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",23814,CAJA(S),ARGENTINA
5041,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",23814,CAJA(S),ARGENTINA
5042,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",25137,CAJA(S),ARGENTINA
5043,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",25137,CAJA(S),ARGENTINA
5044,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",22680,CAJA(S),ARGENTINA
5045,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",112000,GRANEL,BOLIVIA
5046,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",23040,CAJA(S),CHILE
5047,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, harina",41860,BOLSAS,COLOMBIA
5048,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",56530,GRANEL,BOLIVIA
5049,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",31485,SACO(S),BRASIL
5050,2026,2,"SANTA ROSA, TACNA","TRIGO, afrecho seco industrial",56000,SACO(S),CHILE
5051,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",29225,SACO(S),BRASIL
5052,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MADERA, monturas y mangos de herramientas, monturas y mangos de cepillos, brochas o escobas, de madera; hormas, ensanchadores y tensores del calzado, de madera ; con algún proceso de la CRF 2",517.92,CAJA(S),CHINA
5053,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MARCOS, madera",432.9,UNIDADES,EEUU
5054,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BAMBU, artículos de cestería obtenidos directamente en su forma con materia trenzable con algún proceso de la CRF 2",133.3,UNIDADES,EEUU
5055,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Articulos de cesteria (canastos, cestos u otros), con algun proceso de la CRF2",70.3,UNIDADES,EEUU
5056,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MARCOS, madera",558.636,UNIDADES,EL SALVADOR
5057,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ESTATUILLAS Y DEMÁS OBJETOS DE ADORNO DE LAS DEMÁS MADERAS, con algún proceso de la CR 2",96.257,UNIDADES,EL SALVADOR
5058,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Articulos de cesteria (canastos, cestos u otros), con algun proceso de la CRF2",152.789,UNIDADES,EL SALVADOR
5059,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MARCOS, madera",561.15,UNIDADES,EL SALVADOR
5060,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ESTATUILLAS Y DEMÁS OBJETOS DE ADORNO DE LAS DEMÁS MADERAS, con algún proceso de la CR 2",381.35,UNIDADES,EL SALVADOR
5061,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),145000,SACO(S),BOLIVIA
5062,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",174000,SACO(S),BOLIVIA
5063,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
5064,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",26000,GRANEL,BOLIVIA
5065,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",55000,GRANEL,BOLIVIA
5066,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",56000,GRANEL,BOLIVIA
5067,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,SACO(S),BOLIVIA
5068,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",500,GRANEL,BOLIVIA
5069,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CIRUELA, fruto fresco",23040,CAJA(S),CHILE
5070,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"SANDIA, semilla",0.495,SACHETS,FRANCIA
5071,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"MELON, semilla",0.169,SACHETS,HOLANDA
5072,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PEPINILLO, semilla",0.122,SACHETS,EEUU
5073,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"SANDIA, semilla",3.885,SACHETS,EEUU
5074,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"ALFALFA, pellets",28000,SACO(S),ARGENTINA
5075,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ REVENTON, grano",127000,SACO(S),ARGENTINA
5076,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruto fresco",19551,CAJA(S),CHILE
5077,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TURBA,43200,BOLSAS,HOLANDA
5078,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",39156,PAQUETES,CHILE
5079,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR CRUDA, sólido",125000,SACO(S),COLOMBIA
5080,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruto fresco",18620,CAJA(S),CHILE
5081,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"FREJOL, harina",0.1,BOLSAS,REINO UNIDO
5082,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, postes de madera con algun proceso de la CRF 2",15657,PIEZAS,EEUU
5083,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),26500,SACO(S),COLOMBIA
5084,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",82970,GRANEL,BOLIVIA
5085,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",84550,GRANEL,BOLIVIA
5086,2026,2,PUESTO DE CONTROL- CEBAF,"ROSA, flores frescas cortadas",4800,CAJA(S),ECUADOR
5087,2026,2,PUESTO DE CONTROL- CEBAF,"CLAVEL, flores frescas cortadas",1600,CAJA(S),ECUADOR
5088,2026,2,PUESTO DE CONTROL- CEBAF,"LILIUM (=AZUCENA), flores frescas cortadas",150,CAJA(S),ECUADOR
5089,2026,2,PUESTO DE CONTROL- CEBAF,"ROSA, flores frescas cortadas",3200,CAJA(S),ECUADOR
5090,2026,2,PUESTO DE CONTROL- CEBAF,"CLAVEL, flores frescas cortadas",250,CAJA(S),ECUADOR
5091,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"GARBANZO, grano",48000,SACO(S),MEXICO
5092,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MOSTAZA, grano",21500,BOLSAS,CANADA
5093,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",116000,SACO(S),BOLIVIA
5094,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",16000,CAJA(S),SRI LANKA
5095,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",16000,CAJA(S),SRI LANKA
5096,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
5097,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",29000,SACO(S),BOLIVIA
5098,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ REVENTON, grano",41730,SACO(S),EEUU
5099,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CAUCHO, técnicamente especificado (TSNR)",60480,PALETAS,INDONESIA
5100,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ACHIOTE, polvo",220,CAJA(S),KENIA
5101,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR CRUDA, sólido",22610,SACO(S),COLOMBIA
5102,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, postes de madera con algun proceso de la CRF 2",42130,PAQUETES,CHILE
5103,2026,2,"PUERTO DE PAITA , PIURA","FREJOL, grano",290000,SACO(S),CHINA
5104,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"CHIA, harina o polvo",0.8,BOLSAS,ITALIA
5105,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, postes de madera con algun proceso de la CRF 2",22040,PAQUETES,CHILE
5106,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, postes de madera con algun proceso de la CRF 2",22120,PAQUETES,CHILE
5107,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, postes de madera con algun proceso de la CRF 2",22901,PAQUETES,CHILE
5108,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, postes de madera con algun proceso de la CRF 2",45620,PAQUETES,CHILE
5109,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",58000,SACO(S),BOLIVIA
5110,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"MANI, grano sin cáscara",58000,SACO(S),BOLIVIA
5111,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),156000,BIG BAG,COLOMBIA
5112,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),56000,SACO(S),COLOMBIA
5113,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),174000,SACO(S),BOLIVIA
5114,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),174000,SACO(S),BOLIVIA
5115,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),174000,SACO(S),BOLIVIA
5116,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PALMA ACEITERA, semilla germinada",91,CAJA(S),COLOMBIA
5117,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PALMA ACEITERA, semilla germinada",58,CAJAS DE CARTON,COSTA RICA
5118,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ REVENTON, grano",104305,SACO(S),EEUU
5119,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",16000,CAJA(S),SRI LANKA
5120,2026,2,PUESTO DE CONTROL- CEBAF,"PIMIENTA, grano",3250,SACO(S),ECUADOR
5121,2026,2,PUESTO DE CONTROL- CEBAF,"Las demás coniferas, las demas maderas aserradas o desbastadas longitudinalmente, cortada o desenrollada, incluso cepillada,lijada o unida por lo extremos, de espesor superior a 6 mm, con algun tratamiento de la CRF 2",27670,PIEZAS,ECUADOR
5122,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",118500,PIEZAS,SRI LANKA
5123,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",11820,CAJA(S),ECUADOR
5124,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"AJONJOLI, grano",1.5,BOLSAS,PARAGUAY
5125,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"HARINA, mezcla",9000,BOLSAS,CHINA
5126,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",298680,PALETAS,SRI LANKA
5127,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AVENA, grano trabajado (mondado, perlado, troceado o quebrantado)",1.00E+05,SACO(S),CHILE
5128,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"CEBOLLA, triturada o pulverizada",0.6,BOLSAS,CHINA
5129,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"CEBOLLA, trozos o rodajas",0.2,BOLSAS,CHINA
5130,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PORO, deshidratado",0.1,BOLSAS,CHINA
5131,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"MEJORANA, hoja seca industrial",0.2,BOLSAS,CHINA
5132,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, polvo",0.6,BOLSAS,CHINA
5133,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, seco industrial en trozos o rodajas",0.2,BOLSAS,CHINA
5134,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"CANELA, triturada o pulverizada (molida)",0.1,BOLSAS,CHINA
5135,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"OREGANO, seco industrial",0.2,BOLSAS,CHINA
5136,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"MADERA, carretes con algún proceso de la CRF 2",40.088,UNIDADES,CANADA
5137,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",174000,SACO(S),BOLIVIA
5138,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"GIRASOL, torta",28000,GRANEL,BOLIVIA
5139,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
5140,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",57955,SACO(S),BOLIVIA
5141,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
5142,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",16000,GRANEL,BOLIVIA
5143,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",12000,GRANEL,BOLIVIA
5144,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"GIRASOL, torta",28000,GRANEL,BOLIVIA
5145,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",56000,GRANEL,BOLIVIA
5146,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
5147,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
5148,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27620,GRANEL,BOLIVIA
5149,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",380,GRANEL,BOLIVIA
5150,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
5151,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
5152,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28500,GRANEL,BOLIVIA
5153,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PIMIENTA, grano",27000,SACO(S),BRASIL
5154,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR CRUDA, sólido",250000,SACO(S),SUIZA
5155,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27980,GRANEL,BOLIVIA
5156,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",85500,GRANEL,BOLIVIA
5157,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CEBOLLA, triturada o pulverizada",4500,BOLSAS,ALEMANIA
5158,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",18522,CAJA(S),EEUU
5159,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",18522,CAJA(S),EEUU
5160,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",18144,CAJA(S),EEUU
5161,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALGODON, fibra sin cardar ni peinar (>28.57 mm = o <34.92 mm)",19730,FARDOS,EEUU
5162,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruto fresco",19796,CAJA(S),CHILE
5163,2026,2,"IÑAPARI, MADRE DE DIOS","ARROZ, grano pilado",6000,PAQUETES,BRASIL
5164,2026,2,"IÑAPARI, MADRE DE DIOS","ARROZ, grano pilado",10000,SACO(S),BRASIL
5165,2026,2,"IÑAPARI, MADRE DE DIOS","ARROZ, grano pilado",48000,FARDOS,BRASIL
5166,2026,2,"SANTA ROSA, TACNA","JENGIBRE (=KION), fresco",9128,CAJA(S),CHILE
5167,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",13000,CAJA(S),ECUADOR
5168,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALGODON, fibra sin cardar ni peinar (>28.57 mm = o <34.92 mm)",99980,FARDOS,EEUU
5169,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",30875,SACO(S),BRASIL
5170,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27890,GRANEL,BOLIVIA
5171,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28014,SACO(S),BOLIVIA
5172,2026,2,SALON INTERNACIONAL - AEROPUERTO,"COLECCIONES Y ESPECIMENES, para colecciones de zoología, botánica secas
",2.87,CAJAS DE CARTON,TAIWAN
5173,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",27625,SACO(S),BRASIL
5174,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MARCOS, madera",1082,UNIDADES,INDONESIA
5175,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ESTATUILLAS Y DEMÁS OBJETOS DE ADORNO DE LAS DEMÁS MADERAS, con algún proceso de la CR 2",5397.363,UNIDADES,INDONESIA
5176,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",15000,CAJA(S),ECUADOR
5177,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"CHIA, harina o polvo",1,BOLSAS,PARAGUAY
5178,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",0.381,SACHETS,HOLANDA
