,Año,Mes,Sede,Producto,Peso.Kg.,Tipo.de.Envase,Pais.Origen
4082,2026,2,"SANTA ROSA, TACNA","CIRUELA, fruto fresco",23040,CAJA(S),CHILE
4083,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",83500,GRANEL,BOLIVIA
4084,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",140000,GRANEL,BOLIVIA
4085,2026,2,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22687,CAJA(S),CHILE
4086,2026,2,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22687,CAJA(S),CHILE
4087,2026,2,"SANTA ROSA, TACNA","MANZANA, fruto fresco",9480,CAJA(S),CHILE
4088,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4089,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",56000,GRANEL,BOLIVIA
4090,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",56500,GRANEL,BOLIVIA
4091,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",56000,GRANEL,BOLIVIA
4092,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4093,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4094,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4095,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",29575,SACO(S),BRASIL
4096,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",28905,SACO(S),BRASIL
4097,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"MANI, grano sin cáscara",28200,SACO(S),BOLIVIA
4098,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",32005,SACO(S),BRASIL
4099,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),132500,SACO(S),COLOMBIA
4100,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, harina",28000,PACAS,COLOMBIA
4101,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",17000,CAJA(S),ECUADOR
4102,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",12000,CAJA(S),ECUADOR
4103,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"MANI, grano sin cáscara",29000,SACO(S),BOLIVIA
4104,2026,2,"SANTA ROSA, TACNA","PERA, fruta fresca",11682,CAJA(S),CHILE
4105,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",250000,SACO(S),URUGUAY
4106,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"NARANJA, fruto fresco",18140,CAJA(S),EEUU
4107,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",27000,SACO(S),BRASIL
4108,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PEPINILLO, semilla",1.246,LATAS,EEUU
4109,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AVENA, grano trabajado (mondado, perlado, troceado o quebrantado)",26250,SACO(S),CHILE
4110,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PAPA, fécula",99925,SACO(S),HOLANDA
4111,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"SANDIA, semilla",0.237,SACHETS,HOLANDA
4112,2026,2,"SANTA ROSA, TACNA","PERA, fruta fresca",23184,CAJA(S),CHILE
4113,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",87000,SACO(S),BOLIVIA
4114,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CEBADA, grano",55700,BIG BAG,ARGENTINA
4115,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LINAZA, grano",48070,SACO(S),CANADA
4116,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, semilla",0.016,SACHETS,ISRAEL
4117,2026,2,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22344,CAJA(S),CHILE
4118,2026,2,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22344,CAJA(S),CHILE
4119,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MADERA, paletas, paletas caja y demas plataformas para carga, collarines para paletas, con algún proceso de la CRF 2",12738.863,UNIDADES,PUERTO RICO
4120,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TÉ VERDE, polvo",480,BOLSAS,ARGENTINA
4121,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",96830,PALETAS,INDIA
4122,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Madera flotante para acuario de especies tropicales, con algún proceso de la CRF2",121.926,UNIDADES,MALASIA
4123,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ESTATUILLAS Y DEMÁS OBJETOS DE ADORNO DE LAS DEMÁS MADERAS, con algún proceso de la CR 2",20.866,UNIDADES,MALASIA
4124,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Esterillas, esteras y cañizos, de las demas materias vegetales, con algun proceso de la CRF 2",16.985,UNIDADES,MALASIA
4125,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TE VERDE, hoja polvo",0.2,BOLSAS,JAPON
4126,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",96483,PALETAS,ESPAÑA
4127,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LENTEJA, grano",51615,SACO(S),CANADA
4128,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruto fresco",40033,CAJA(S),CHILE
4129,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CIRUELA, fruto fresco",16800,CAJA(S),CHILE
4130,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CIRUELA, seca industrialmente",20000,CAJA(S),CHILE
4131,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AVENA, grano",8800000,GRANEL,CANADA
4132,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",18160,CAJA(S),EEUU
4133,2026,2,"SANTA ROSA, TACNA","CIRUELA, fruto fresco",22880,CAJA(S),CHILE
4134,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MARCOS, madera",1042.78,UNIDADES,EL SALVADOR
4135,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ESTATUILLAS Y DEMÁS OBJETOS DE ADORNO DE LAS DEMÁS MADERAS, con algún proceso de la CR 2",655.25,UNIDADES,EL SALVADOR
4136,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MATERIA VEGETAL, trenzas, materia trenzable incluso ensamblados en tiras tejidos o paralelizados en forma plana con algún proceso de la CRF 2",81,UNIDADES,EL SALVADOR
4137,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Articulos de cesteria (canastos, cestos u otros), con algun proceso de la CRF2",211,UNIDADES,EL SALVADOR
4138,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MATERIAS VEGETALES, para tallar trabajadas con algun proceso de la CRF 2",630.8,UNIDADES,EL SALVADOR
4139,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",199426,PAQUETES,CHILE
4140,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",84020,SACO(S),BOLIVIA
4141,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",83740,SACO(S),BOLIVIA
4142,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"SOYA, torta",8.00E+06,GRANEL,ARGENTINA
4143,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AVENA, grano aplastado o en copos (hojuelas)",26000,SACO(S),CHILE
4144,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),105700,SACO(S),COLOMBIA
4145,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),105500,SACO(S),BOLIVIA
4146,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),10500,SACO(S),BOLIVIA
4147,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRIGO, harina",49000,SACO(S),TURQUIA
4148,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",24000,SACO(S),ARGENTINA
4149,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MADERA, monturas y mangos de herramientas, monturas y mangos de cepillos, brochas o escobas, de madera; hormas, ensanchadores y tensores del calzado, de madera ; con algún proceso de la CRF 2",55400,SACO(S),CHINA
4150,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LENTEJA, grano",74163,SACO(S),CANADA
4151,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",116000,SACO(S),BOLIVIA
4152,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Prensas para paja o forraje, incluidas prensas recogedoras usadas
",1518.101,UNIDADES,CHINA
4153,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR DE CAÑA, solido en bruto",50000,BOLSAS,PARAGUAY
4154,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR DE CAÑA, solido en bruto",50000,BOLSAS,PARAGUAY
4155,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"CEBOLLA, semilla",0.415,SACHETS,EEUU
4156,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",45490,PAQUETES,CHILE
4157,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",111880,PAQUETES,CHILE
4158,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",130670,PAQUETES,CHILE
4159,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, semilla",143709,BOLSAS,TAILANDIA
4160,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ARROZ, parbolizado pulido o sin cáscara",2,BOLSAS,BRASIL
4161,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TURBA,135150,PACAS,LITUANIA
4162,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ARANDANO, planta in vitro",452,CAJA(S),EEUU
4163,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",24177,SACO(S),BRASIL
4164,2026,2,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22344,CAJA(S),CHILE
4165,2026,2,"IÑAPARI, MADRE DE DIOS","MAIZ AMARILLO DURO, grano",62000,SACO(S),BRASIL
4166,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",3.788,SACHETS,CHILE
4167,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MADERA, monturas y mangos de herramientas, monturas y mangos de cepillos, brochas o escobas, de madera; hormas, ensanchadores y tensores del calzado, de madera ; con algún proceso de la CRF 2",56245,SACO(S),CHINA
4168,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LAUREL, hoja seca al natural",4770,SACO(S),ESPAÑA
4169,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28553,SACO(S),BOLIVIA
4170,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28603,SACO(S),BOLIVIA
4171,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28054,SACO(S),BOLIVIA
4172,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4173,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4174,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4175,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",30000,GRANEL,BOLIVIA
4176,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27800,GRANEL,BOLIVIA
4177,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",87000,GRANEL,BOLIVIA
4178,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",84000,GRANEL,BOLIVIA
4179,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",23814,CAJA(S),ARGENTINA
4180,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",20580,CAJA(S),EEUU
4181,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",19047,BOLSAS,EEUU
4182,2026,2,"SANTA ROSA, TACNA","DURAZNO, fruto fresco",10752,CAJA(S),CHILE
4183,2026,2,"SANTA ROSA, TACNA","CIRUELA, fruto fresco",11264,CAJA(S),CHILE
4184,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LENTEJA, grano",51760,SACO(S),CANADA
4185,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ARVEJA, semilla",1275,BOLSAS,EEUU
4186,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ARVEJA, semilla",1225,BOLSAS,EEUU
4187,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",101000,SACO(S),BOLIVIA
4188,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"GIRASOL, torta",28000,GRANEL,BOLIVIA
4189,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4190,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4191,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4192,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",56000,GRANEL,BOLIVIA
4193,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARVEJA, grano partido",49986,SACO(S),CANADA
4194,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRIGO, grano",3.00E+06,GRANEL,ARGENTINA
4195,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRIGO, grano",1145000,GRANEL,ARGENTINA
4196,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27923,SACO(S),BOLIVIA
4197,2026,2,"IÑAPARI, MADRE DE DIOS","ALIMENTO PARA ANIMALES, mezcla de granos molidos o pulverizados, sin ningún aditivo",31850,BIG BAG,BRASIL
4198,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",19551,CAJA(S),PORTUGAL
4199,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
4200,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",42429,PAQUETES,CHILE
4201,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALGODON, fibra sin cardar ni peinar (>34.92 mm)",38190,FARDOS,EEUU
4202,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"MAIZ, semilla",51.4,SOBRES,FRANCIA
4203,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CIRUELA, con algún proceso de la CRF 2",10000,CAJA(S),CHILE
4204,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AJO, polvo",10000,CAJA(S),CHINA
4205,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),131930,SACO(S),COLOMBIA
4206,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),183850,SACO(S),COLOMBIA
4207,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PAPA, fécula",210000,SACO(S),DINAMARCA
4208,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, semilla",0.0578,SACHETS,EEUU
4209,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",0.213,SACHETS,FRANCIA
4210,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"MELON, semilla",13.81,SACHETS,ESPAÑA
4211,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"BERENJENA, semilla",0.16772,SACHETS,FRANCIA
4212,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"LECHUGA, semilla",0.651,SACHETS,FRANCIA
4213,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",0.17,SACHETS,FRANCIA
4214,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"MELON, semilla",0.278,SACHETS,HOLANDA
4215,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, semilla",0.137501,SACHETS,HOLANDA
4216,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, semilla",0.004986,SACHETS,HOLANDA
4217,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",0.11,SACHETS,FRANCIA
4218,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",116000,SACO(S),BOLIVIA
4219,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",116000,SACO(S),BOLIVIA
4220,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",15260,CAJA(S),ECUADOR
4221,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",180000,SACO(S),BOLIVIA
4222,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, postes de madera con algun proceso de la CRF 2",193345,UNIDADES,CHILE
4223,2026,2,"SANTA ROSA, TACNA","CIRUELA, fruto fresco",22880,CAJA(S),CHILE
4224,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",24060,PALETAS,INDIA
4225,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CAUCHO, hojas ahumadas",21595,PAQUETES,EEUU
4226,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BAMBU, artículos de cestería obtenidos directamente en su forma con materia trenzable con algún proceso de la CRF 2",560,UNIDADES,CHINA
4227,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TE VERDE, hoja polvo",5,CAJA(S),JAPON
4228,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TÉ VERDE, polvo",25,BOLSAS,JAPON
4229,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TÉ VERDE, polvo",50,BOLSONES,JAPON
4230,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TÉ VERDE, polvo",50,SACO(S),JAPON
4231,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",12000,CAJA(S),ECUADOR
4232,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28174,SACO(S),BOLIVIA
4233,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",40180,CAJA(S),EEUU
4234,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ANIS O BADIANA, grano",26000,SACO(S),ESPAÑA
4235,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",15000,CAJA(S),SRI LANKA
4236,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",15000,CAJA(S),SRI LANKA
4237,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",67620,PALETAS,INDIA
4238,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
4239,2026,2,"SANTA ROSA, TACNA","TRIGO, afrecho seco industrial",112000,SACO(S),CHILE
4240,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"SORGO, semilla",360,BOLSAS,BOLIVIA
4241,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, harina",200,CAJA(S),CHINA
4242,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PSYLLIUM (= PLANTAGO), cáscara en polvo",150,TAMBORES,CHINA
4243,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TE VERDE,500,TAMBORES,CHINA
4244,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MADERA, láminas para chapado
",11226,PALETAS,CHINA
4245,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TE VERDE,1000,BOLSA DE POLIETILENO,CHINA
4246,2026,2,"PUERTO DE MATARANI , AREQUIPA","TRIGO, grano",12100000,GRANEL,CANADA
4247,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",22932.7,CAJA(S),ARGENTINA
4248,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRIGO, grano",7960120,GRANEL,ARGENTINA
4249,2026,2,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22344,CAJA(S),CHILE
4250,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",14700,CAJA(S),SRI LANKA
4251,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PAPA, fécula",42000,BOLSAS,POLONIA
4252,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PAPA, hojuelas y pellets",1300,PIEZAS,MEXICO
4253,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"OREJAS DE JUDAS, seco industrial",1055,BOLSAS,CHINA
4254,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Shitake (Lentinus edodes), secos, incluso los cortados en trozos o en rodajas, trituradas o pulverizadas, sin otra preparación",615,BOLSAS,CHINA
4255,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PIMIENTA, molida",1762.5,BOLSAS,CHINA
4256,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AJI, polvo",3,BOLSAS,CHINA
4257,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, triturada o pulverizada (molida)",3600,BOLSAS,CHINA
4258,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COMINO, triturado y/o pulverizado",10.5,BOLSAS,CHINA
4259,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ANIS ESTRELLA, trituradas o pulverizadas",20,BOLSAS,CHINA
4260,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MEZCLA DE ESPECIAS, molida",56.96,BOLSAS,CHINA
4261,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, harina",120,BOLSAS,CHINA
4262,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, almidon",54.48,BOLSAS,CHINA
4263,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALGODON, fibra sin cardar ni peinar (>28.57 mm = o <34.92 mm)",160380,FARDOS,EEUU
4264,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, semilla",44926.6,BOLSAS,TAILANDIA
